S26,25A,25B,W4
-211.13751688018024,-17.488025333073455,601.9627007770669,1.07
279.0831861263554,12.222574087761263,684.2837391883412,1.5499999999999998
427.62572898314943,-64.2062840845266,38.06496802541395,2.02
179.26847066477225,16.27200739974405,-144.24844554746937,2.4899999999999998
-147.20104890049348,42.25301402425721,115.21458024989464,2.86
181.63305508701868,-7.702247891949931,93.89882003611575,3.05
268.0153426759959,48.35568075852459,114.04227294470016,2.96
620.941025489138,-6.2011026378544365,270.24321864096817,2.55
340.43793199232834,-4.749289402493655,-150.21527978678284,2.06
296.61008722117896,74.81935974342788,-207.416086517128,1.5100000000000002
254.4506081647404,5.400802029199969,-149.4499297830971,1.02
191.46648392550927,-36.39871813869627,163.151398085324,0.73
-177.63575386733888,14.54665281509655,250.1758334310962,0.74
273.989016685377,62.6565844514452,373.2547917462141,1.12
76.98836715012663,72.38206621770252,511.8762655402057,1.7200000000000002
98.59870542728926,19.388794941194007,12.610150998234786,2.22
-129.64553898167682,11.610695793029741,249.0230456035909,2.6999999999999997
81.81704837529352,-59.17641219292902,136.91127176336636,3.05
-372.87565439315733,-15.305350020261915,9.121741570096248,3.1999999999999997
471.62924983359505,43.84405083801725,-57.942622175070255,3.05
-98.37931920429409,30.290597729978316,118.33403342687623,2.52
188.2840040344799,42.13445823449331,606.40656642766,1.96
142.91221462658433,21.840754242880934,-104.70081272846221,1.4300000000000002
45.392953989867436,48.620971360786825,321.5372996094748,1.0
-278.1336116269624,-27.393303253192126,-63.665355340172,0.8500000000000001
272.5167848971128,67.20330186857555,33.40251310069593,1.05
306.0829986313755,-4.32362588676914,-176.56851531683475,1.5699999999999998
409.6788828371683,17.21731315762895,351.78906881653506,2.15
-36.85978764399505,22.529810818240655,286.4881531094755,2.6599999999999997
48.335756466617966,8.816340339042256,-55.90784140812343,3.03
-49.760223789414226,48.54677113689248,175.80399965639108,3.23
-51.19014550266169,-44.79125221280715,199.1026551889958,3.14
373.00914250444634,1.2504768107585704,235.60092972669963,2.7199999999999998
260.91366551789866,29.712722839367625,301.01290236016195,2.17
417.94251587797874,48.535808900880994,-123.28669225131853,1.5899999999999999
317.09172071212447,29.456755478627556,64.15196867835168,1.04
255.36438235037372,-4.539442738461521,288.6213373420131,0.7
320.76597589400603,56.02245645011966,202.8543088009678,0.7
66.57034887650616,-29.462886563641153,98.26580123557791,1.07
130.78440777148418,63.154388006018706,171.66954441403243,1.7200000000000002
14.61531391172008,-47.347940778167526,128.92325018759723,2.28
-115.23203085371242,45.164289128154934,744.3914390411786,2.8
38.12129778612707,43.91131263657857,409.32991766452045,3.15
-166.09120533695668,-3.9789006835477636,458.6365362499629,3.23
-187.57668375247638,99.38516665094679,10.04552154329562,2.94
-89.72762303895894,40.96625551504269,-183.15396949279585,2.42
406.7049864959764,-41.52010127228351,280.1703052568335,1.83
348.54328387825274,72.38446373913914,-173.47470108337478,1.26
6.077925706458132,-30.06767933563493,376.23679818875485,0.8
-45.90095660047521,23.041790459400723,176.4751539799521,0.64
531.0070704822002,116.87416610152653,40.47892934855001,0.8400000000000001
-63.67869089786444,40.60094625826965,71.3283823411322,1.4300000000000002
238.39581073957845,149.82365576743342,31.041947514145605,2.09
180.28736068613978,-41.78949155425744,355.0663576390691,2.64
397.1815732839401,60.54368298737407,98.6131675393718,3.15
327.3915715097372,-10.853043698899455,205.3824416779389,3.39
-32.32675950642681,32.19754302131526,193.37529833767104,3.28
277.9993580939955,-66.40028912454602,80.66928522627792,2.76
382.0949231657403,15.613197601749697,56.81932108404109,2.15
-209.39607736605726,3.900819447304457,140.03822026367158,1.5499999999999998
280.68296631549947,68.57296898664565,186.20101665356313,1.04
13.495599650353569,101.64201718109031,-107.6538796241602,0.73
228.33441477247672,69.53086133811186,464.4843956707241,0.73
-208.76815191963559,-3.75428890898198,208.8230431987706,1.23
-122.85850981825783,30.947126160115985,328.0538331408154,1.9300000000000002
147.5031031713771,67.7292326538342,97.79821752901157,2.54
611.1993341364296,-43.35420022705566,60.19121532707942,3.07
421.1323389914728,78.74093976497096,299.8915839272298,3.4299999999999997
71.11703662958594,26.957160854306295,280.31383380690295,3.5
161.2401406132311,51.87062229579513,309.3662348949936,3.12
157.72320604595484,49.35796699041235,-74.22799150066058,2.51
567.6368282311142,3.2636046948165376,-119.43026225347052,1.94
-11.830081052481972,-42.868275134573224,377.84028347906235,1.31
402.9535019474157,68.03536701828784,494.1037160497188,0.9
345.6785278444452,40.93916946756438,122.90095849788136,0.78
167.15950651732672,61.47042732546538,-136.08285698530455,1.05
181.20843482386212,17.596631677570432,416.04834291799455,1.73
146.38018358843544,3.0641734138727283,374.1960133711408,2.39
273.7885315627747,-61.89354857224558,235.90057153893673,2.98
243.92175716785624,15.725018519947476,373.4244356960645,3.4099999999999997
-26.707202879742795,-14.037295942602036,286.497113645617,3.61
504.55448609462394,66.01257947858134,388.72343143288157,3.44
122.84625182290526,-24.68227751527881,246.2642745556602,2.83
116.79937184462793,-33.75490310225898,19.064107934195263,2.22
66.15600416508497,-46.40039936779583,314.2852190712292,1.5899999999999999
150.3024775569881,-58.312580475046346,8.52372468924841,1.02
59.6938754209563,-18.067789728565185,98.9651467996886,0.71
189.9997262198233,-20.666673776674582,-92.27957090720992,0.78
504.3061512955461,22.644253619030565,112.17383809931705,1.3
