S26,25A,25B,W4
167.50647218404296,2.5347230957397766,-7.31865226629435,0.8700000000000001
182.45676486883946,76.40655811228052,213.15325147901154,1.35
131.1646003127552,64.549766778117,167.20919349567274,1.8200000000000003
-74.91963104371132,41.15602679098067,36.75723952344721,2.29
592.1894188482963,44.98893828215086,284.24834164116464,2.66
-122.42097960251945,84.54424501295512,130.60462380932702,2.85
172.0497133957113,1.379280359643964,207.56565006017232,2.7600000000000002
224.71352993583668,34.67640297431551,435.24963299549916,2.35
234.28333734561494,-10.994830398801522,51.795000389651236,1.8599999999999999
-43.09195598412978,10.476471998231494,-132.99981263118292,1.31
308.2254673958344,31.78928413568081,-32.29727793838279,0.8200000000000001
-47.72410684595479,51.26558817183263,298.95893339092424,0.53
-30.13538116901509,76.52177686065106,-75.54611096328077,0.54
311.2478899848286,-8.389369975102237,-126.32142924805464,0.92
346.4467227359958,-64.05170232319674,159.391377340778,1.52
290.0139404175592,4.5520082403961055,151.83592495836623,2.02
-165.35464600076054,0.5189261618362124,-17.191901605972873,2.5
182.17184452573443,-4.146504950510522,184.5913634140217,2.85
-16.41185346829903,2.061889960459647,170.0179824127951,3.0
251.34334962288074,35.136599403323416,-232.74047690931587,2.85
37.269345223799846,-5.511612479181899,-178.24033084634095,2.3200000000000003
63.54763799267545,52.738310392342754,306.80145190842717,1.7600000000000002
261.1864129826407,26.913918043311924,-33.115184196438236,1.23
149.61884122873656,55.682658115257254,445.91618749728104,0.8
474.8799387828735,-27.833077103712608,451.19549787999074,0.6500000000000001
382.4861012409745,16.52603876665874,204.44521147392726,0.8500000000000001
316.4734892148575,0.9401266627949525,30.635522674113133,1.37
32.30271632273116,62.21647859221301,139.14270105857258,1.9500000000000002
76.88858456493891,9.472534589154588,144.3659152093614,2.46
-24.119930827808417,23.039197587076167,-86.99050245801558,2.83
-51.26294494073102,45.374272974132964,317.4307840709995,3.0300000000000002
-201.1793217263702,67.13685930845125,-140.99017409233807,2.9400000000000004
80.80983988551358,-23.000576351077452,130.72487455605287,2.52
167.75284069564688,-29.41356120872479,101.01658071662592,1.9700000000000002
461.14060855115565,-18.20680920963839,123.72718942275472,1.3900000000000001
687.882616827545,-4.558001564663876,156.9732157117474,0.8400000000000001
95.99755892684561,83.46516626310729,-120.50609450476088,0.5
238.4507021725513,17.885335307050614,182.02166591694464,0.5
150.00367445996815,-50.60525171833318,361.2386436024146,0.8700000000000001
381.1635760924461,-4.354568897495511,490.02907766740327,1.52
361.6558241934878,95.62954876715715,-204.20457169406177,2.08
175.34691050916373,-49.74278433842882,24.575843764192868,2.6
28.7068919469464,-21.232051648072474,156.45192276918115,2.95
305.92045735236593,34.96944149338769,259.6089389215002,3.0300000000000002
124.15040881262863,31.482804252557997,58.549030866545365,2.74
159.28199735060286,51.64227891025837,184.6510397178776,2.22
-283.99245862629255,98.23398202756869,113.61966653301982,1.63
116.33302822089115,29.6983404610247,511.1889013942138,1.06
76.1691990525668,-11.590584979136903,212.33624406478486,0.6000000000000001
-66.52115560282209,25.97494833861903,330.35049278115383,0.44000000000000006
457.2985468231783,73.62139589967103,484.1043720072005,0.6400000000000001
423.75155490078146,-22.88652999022231,425.9593542342052,1.23
66.1144611039406,100.16947236747518,75.43593237120822,1.8900000000000001
-292.7305826436608,-26.458318661017923,128.00083621697266,2.4400000000000004
617.6600731627672,47.318859747337015,157.5164930833688,2.95
648.009344674158,-75.83882365031285,361.99823447365407,3.1900000000000004
325.57844681191364,-3.0160793782656583,-63.82128969502912,3.08
187.00426634051476,91.82362419372478,218.77507899134207,2.56
-44.202955291759906,22.500951533011577,127.70081452650672,1.9500000000000002
83.2780121701944,-55.430021695337345,-76.11552827800992,1.35
121.70026211769908,-30.7177632485941,443.90371173435,0.8400000000000001
2.6854196186753825,7.146105532068157,250.0143459307527,0.53
