S26,25A,25B,W4
388.59923471335793,82.84482218721993,133.97050506970194,0.66
363.6298301724434,59.83615299558295,185.66639802827615,0.9199999999999999
726.0739394485536,5.820194219277289,-267.23053906751267,1.38
888.2904236892308,23.335420995053802,-238.63533339605516,1.79
554.3104642261441,-58.71005248627108,226.5971710328821,2.17
84.41965178017114,16.488047969348592,-108.52394205478238,2.41
338.1755876471692,13.406106545680812,-93.05881614833969,2.45
-442.262393833955,-61.89181893883301,206.66034944595896,2.15
543.7524202231748,-29.811275475649232,-65.19053741746275,1.76
582.0962151880357,11.161462467631134,36.652248292446686,1.31
630.796334201023,29.644140305718203,-173.41368180208087,0.81
483.46798522600045,4.891615799206307,-34.61671001180406,0.43999999999999995
348.41277099287083,-24.6106356359968,-46.31421876032698,0.30000000000000004
678.7865582523684,48.473813300139845,11.86570061135869,0.42000000000000004
66.25737583476757,12.926429236800903,287.61604839871023,0.9199999999999999
316.9742758407606,7.321788017335766,64.53384114124995,1.5
362.8600428933289,-20.277545399450815,-328.4379584264565,1.98
339.9690711641156,12.860186670921664,194.08682148701047,2.38
121.39946068550489,10.902356427500417,-27.760630001457542,2.66
-316.7580705853784,-35.826815409972205,58.758560811094114,2.62
478.46841040676765,20.235326895202938,-136.7016548276032,2.3200000000000003
529.2379847675782,34.34081976028944,449.30794183786844,1.85
607.2172975027629,44.90538130839881,-536.2365077062457,1.3900000000000001
521.4328669680914,-23.454070009308623,-19.559258807721335,0.96
513.8472999313332,53.66737884955623,-285.5139164664672,0.69
-69.14723764178825,9.274120694013964,-33.65112807578774,0.66
515.5228393337559,-22.23550659834406,175.68763984913517,0.9199999999999999
595.0435190311723,-20.87652562665955,-69.98268268558814,1.44
976.8783545114893,-4.561501355146255,2.075632817544573,1.86
497.8169843554118,-26.67279779252506,58.28570675295034,2.19
624.9475171524109,73.36828645747002,267.0177980616635,2.52
426.44619289968307,22.07974877542931,-4.999243953786134,2.56
148.81793960825013,37.29282210013314,-121.07646317050127,2.26
387.7405377199671,14.815404366685744,-239.72502683030984,1.81
420.3794788520809,0.9687103304570641,-117.48516216742651,1.29
757.1893108861946,-7.08536036133628,114.92883377868598,0.78
276.44630827909106,42.6509143638469,-430.7173273228497,0.42999999999999994
744.9538067026963,3.213773087152714,-17.73273077048276,0.32999999999999996
305.2269682563491,20.606451065770152,69.99018919995655,0.52
1048.42437366692,3.6884668078968224,-8.246890322619095,1.04
426.0985502938231,2.9138444115917306,249.36875936816335,1.61
